ID,MA_TAIKHOAN_THANHTOAN,THOIGIAN_GIAODICH,SODU_BANDAU,SOTIEN_TANG,SOTIEN_GIAM,SODU_SAU,LOAITIEN,GHICHU,TAIKHOAN_GUI,TAIKHOAN_NHAN,LOAI_CHUYENKHOAN
55,CASA00169605,2024-02-12 10:00:00,4505749,0,100000,4405749,VND,Mung tuoi,CASA00169605,CTG - NAPAS: 8752620742,out
56,CASA00169605,2024-02-12 11:00:00,4405749,500000,0,4905749,VND,Chuc mung nam moi!,VNC: 0278990349,CASA00169605,inn
57,CASA00169605,2024-02-12 12:00:00,4905749,0,100000,4805749,VND,Chuc mung nam moi!,CASA00169605,CTG - NAPAS: 8752600742,out
58,CASA00169605,2024-02-12 13:00:00,4805749,2500000,0,7305749,VND,Chuc mung nam moi!,BID - NAPAS: 9997654511,CASA00169605,out
59,CASA00169605,2024-02-12 14:55:30,7305749,0,3760000,3545749,VND,THANH TOAN TIEN THUE XE,CASA00169605,CTG - NAPAS: 8752666885,out
60,CASA00169605,2024-02-12 14:55:30,3545749,0,3000000,545749,VND,Tra tien thue nha,CASA00169605,CTG - NAPAS: 8752666742,out
61,CASA00169605,2024-02-13 14:55:30,545749,0,312554,233195,VND,Tra tien dien nuoc,CASA00169605,CTG - NAPAS: 8752666742,out
62,CASA00169605,2024-02-14 12:00:00,233195,15000000,0,15233195,VND,Cong ty chuc mung nam moi,VNC: 0278995699,CASA00169605,inn
63,CASA00169605,2024-02-15 09:00:00,15233195,0,350000,14883195,VND,CASA00169605 2024-02-15 09:00:00,CASA00169605,BID - NAPAS: 9997654311,out
64,CASA00169605,2024-02-16 10:00:00,14883195,400000,0,15283195,VND,CASA00169605 2024-02-16 10:00:00,CTG - NAPAS: 8752666715,CASA00169605,out
65,CASA00169605,2024-02-17 11:00:00,15283195,0,200000,15083195,VND,CASA00169605 2024-02-17 11:00:00,CASA00169605,BID - NAPAS: 9997654343,out
66,CASA00169605,2024-02-18 12:00:00,15083195,300000,0,15383195,VND,CASA00169605 2024-02-18 12:00:00,VNC: 0278995699,CASA00169605,inn
67,CASA00169605,2024-02-19 09:00:00,15383195,0,250000,15133195,VND,CASA00169605 2024-02-19 09:00:00,CASA00169605,ACB - NAPAS: 7812345666,out
68,CASA00169605,2024-02-21 10:00:00,15133195,200000,0,15333195,VND,CASA00169605 2024-02-20 10:00:00,VNC: 0278995699,CASA00169605,inn
69,CASA00169605,2024-02-21 11:00:00,15333195,0,300000,15033195,VND,CASA00169605 2024-02-21 11:00:00,CASA00169605,VNC: 0278995699,inn
70,CASA00169605,2024-02-21 12:00:00,15033195,450000,0,15483195,VND,CASA00169605 2024-02-22 12:00:00,VNC: 0278995699,CASA00169605,inn
71,CASA00169605,2024-02-23 09:00:00,15483195,0,350000,15133195,VND,CASA00169605 2024-02-23 09:00:00,CASA00169605,BID - NAPAS: 9997654343,out
72,CASA00169605,2024-02-24 10:00:00,15133195,500000,0,15633195,VND,CASA00169605 2024-02-24 10:00:00,CTG - NAPAS: 8752666772,CASA00169605,out
73,CASA00169605,2024-03-01 11:00:00,15633195,2800000,0,18433195,VND,CASA00169605 2024-03-01 11:00:00,VNC: 0278995349,CASA00169605,inn
74,CASA00169605,2024-03-02 12:00:00,18433195,0,1500000,16933195,VND,RUT TIEN MAT,CASA00169605,,inn
75,CASA00169605,2024-03-03 09:00:00,16933195,250000,0,17183195,VND,CASA00169605 2024-03-03 09:00:00,VNC: 0278995349,CASA00169605,inn
76,CASA00169605,2024-03-04 10:00:00,17183195,0,350000,16833195,VND,CASA00169605 2024-03-04 10:00:00,CASA00169605,BID - NAPAS: 9997654959,out
77,CASA00169605,2024-03-04 12:00:00,16833195,13547000,0,30380195,VND,Tra luong thang :3,VNC: 0278995699,CASA00169605,inn
78,CASA00169605,2024-03-06 11:00:00,30380195,0,2000000,28380195,VND,RUT TIEN MAT,CASA00169605,,inn
79,CASA00169605,2024-03-07 12:00:00,28380195,300000,0,28680195,VND,CASA00169605 2024-03-07 12:00:00,ACB - NAPAS: 7812345668,CASA00169605,out
80,CASA00169605,2024-03-08 09:00:00,28680195,0,300000,28380195,VND,CASA00169605 2024-03-08 09:00:00,CASA00169605,BID - NAPAS: 9997654347,out
81,CASA00169605,2024-03-08 10:00:00,28380195,400000,0,28780195,VND,CASA00169605 2024-03-09 10:00:00,VNC: 0278995199,CASA00169605,inn
82,CASA00169605,2024-03-10 11:00:00,28780195,0,3000000,25780195,VND,Tra tien thue nha,CASA00169605,CTG - NAPAS: 8752666742,out
83,CASA00169605,2024-03-10 12:00:00,25780195,0,320000,25460195,VND,Tra tien dien nuoc,CASA00169605,CTG - NAPAS: 8752666742,out
84,CASA00169605,2024-03-11 09:00:00,25460195,500000,0,25960195,VND,CASA00169605 2024-03-11 09:00:00,VNC: 0278995178,CASA00169605,inn
85,CASA00169605,2024-03-11 10:00:00,25960195,200000,0,26160195,VND,CASA00169605 2024-03-12 10:00:00,VNC: 0278995349,CASA00169605,inn
86,CASA00169605,2024-03-11 11:00:00,26160195,0,2500000,23660195,VND,CASA00169605 2024-03-13 11:00:00,CASA00169605,BID - NAPAS: 9997654343,out
87,CASA00169605,2024-03-14 12:00:00,23660195,350000,0,24010195,VND,CASA00169605 2024-03-14 12:00:00,VNC: 0278995178,CASA00169605,inn
88,CASA00169605,2024-03-15 09:00:00,24010195,0,300000,23710195,VND,CASA00169605 2024-03-15 09:00:00,CASA00169605,ACB - NAPAS: 7812345666,out
89,CASA00169605,2024-03-15 10:00:00,23710195,450000,0,24160195,VND,CASA00169605 2024-03-16 10:00:00,VNC: 0278995175,CASA00169605,inn
90,CASA00169605,2024-03-17 11:00:00,24160195,0,2000000,22160195,VND,RUT TIEN MAT,CASA00169605,,inn
91,CASA0006435,2024-01-01 09:00:00,2518754,150000000,0,152518754,VND,CASA0006435 2024-01-01 09:00:00,VNC: 0278995674,CASA0006435,inn
92,CASA0006435,2024-01-02 10:00:00,152518754,0,150000,152368754,VND,CASA0006435 2024-01-02 10:00:00,CASA0006435,CTG - NAPAS: 8752777745,out
93,CASA0006435,2024-01-03 11:00:00,152368754,200000,0,152568754,VND,CASA0006435 2024-01-03 11:00:00,VNC: 0278995611,CASA0006435,inn
94,CASA0006435,2024-01-03 11:20:00,152568754,0,107527511,45041243,VND,GHI_CHU,CASA0006435,VNC:1302005,inn
95,CASA0006435,2024-01-03 15:00:00,45041243,150000,0,45191243,VND,CASA0006435 2024-01-03 15:00:01,CTG - NAPAS: 8752666114,CASA0006435,out
96,CASA0006435,2024-01-04 12:00:00,45191243,0,100000,45091243,VND,CASA0006435 2024-01-04 12:00:00,CASA0006435,BID - NAPAS: 9997654357,out
97,CASA0006435,2024-01-05 09:00:00,45091243,43500000,0,88591243,VND,Tra luong thang: 1,VNC: 0278995699,CASA0006435,inn
98,CASA0006435,2024-01-06 14:00:00,88591243,0,300000,88291243,VND,CASA0006435 2024-01-06 14:00:00,CASA0006435,BID - NAPAS: 9997654311,out
99,CASA0006435,2024-01-06 15:00:00,88291243,700000,0,88991243,VND,CASA0006435 2024-01-07 15:00:00,VNC: 0278995611,CASA0006435,inn
100,CASA0006435,2024-01-09 10:00:00,88991243,0,750000,88241243,VND,CASA0006435 2024-01-08 10:00:00,CASA0006435,VNC: 0278995600,inn
101,CASA0006435,2024-01-09 11:00:00,88241243,300000,0,88541243,VND,CASA0006435 2024-01-09 11:00:00,VNC: 0278995349,CASA0006435,inn
102,CASA0006435,2024-01-10 10:00:00,88541243,0,356158,88185085,VND,Tra tien INTERNET,CASA0006435,CTG - NAPAS: 8752666114,out
103,CASA0006435,2024-01-11 09:00:00,88185085,500000,0,88685085,VND,CASA0006435 2024-01-11 09:00:00,VNC: 0278995611,CASA0006435,inn
104,CASA0006435,2024-01-11 13:55:00,88685085,0,2573545,86111540,VND,Tra tien thuc pham sieu thi,CASA0006435,BID - NAPAS: 9997650007,out
105,CASA0006435,2024-01-12 10:00:00,86111540,0,200000,85911540,VND,CASA0006435 2024-01-12 10:00:00,CASA0006435,BID - NAPAS: 9997650007,out
106,CASA0006435,2024-01-13 11:00:00,85911540,800000,0,86711540,VND,CASA0006435 2024-01-13 11:00:00,VNC: 0278995349,CASA0006435,inn
107,CASA0006435,2024-01-14 12:00:00,86711540,0,100000,86611540,VND,CASA0006435 2024-01-14 12:00:00,CASA0006435,CTG - NAPAS: 8752777114,out
108,CASA0006435,2024-01-15 09:00:00,86611540,412452,0,87023992,VND,CASA0006435 2024-01-15 09:00:00,VNC: 0278995349,CASA0006435,inn
109,CASA0006435,2024-01-16 10:00:00,87023992,0,1200000,85823992,VND,CASA0006435 2024-01-16 10:00:00,CASA0006435,CTG - NAPAS: 8752777114,out
110,CASA0006435,2024-01-17 11:00:00,85823992,1000000,0,86823992,VND,CASA0006435 2024-01-17 11:00:00,BID - NAPAS: 9997654333,CASA0006435,out
111,CASA0006435,2024-01-17 12:00:00,86823992,0,500000,86323992,VND,CASA0006435 2024-01-18 12:00:00,CASA0006435,BID - NAPAS: 9997654311,out
112,CASA0006435,2024-01-20 09:00:00,86323992,700000,0,87023992,VND,CASA0006435 2024-01-19 09:00:00,BID - NAPAS: 9990654311,CASA0006435,out
113,CASA0006435,2024-01-20 10:00:00,87023992,0,250000,86773992,VND,CASA0006435 2024-01-20 10:00:00,CASA0006435,VNC: 0278995600,inn
114,CASA0006435,2024-01-21 11:00:00,86773992,600000,0,87373992,VND,CASA0006435 2024-01-21 11:00:00,VNC: 0278995600,CASA0006435,inn
115,CASA0006435,2024-01-22 12:00:00,87373992,0,350000,87023992,VND,CASA0006435 2024-01-22 12:00:00,CASA0006435,EIB - NAPAS: 1238074732,out
116,CASA0006435,2024-01-23 09:00:00,87023992,312000,0,87335992,VND,CASA0006435 2024-01-23 09:00:00,BID - NAPAS: 9997654333,CASA0006435,out
117,CASA0006435,2024-01-25 10:00:00,87335992,0,253000,87082992,VND,CASA0006435 2024-01-24 10:00:00,CASA0006435,EIB - NAPAS: 1238074732,out
118,CASA0006435,2024-01-25 11:00:00,87082992,150000,0,87232992,VND,CASA0006435 2024-01-25 11:00:00,BID - NAPAS: 9997654333,CASA0006435,out
119,CASA0006435,2024-01-25 12:00:00,87232992,0,300000,86932992,VND,CASA0006435 2024-01-26 12:00:00,CASA0006435,CTG - NAPAS: 8752667841,out
120,CASA0006435,2024-01-27 09:00:00,86932992,500000,0,87432992,VND,CASA0006435 2024-01-27 09:00:00,VNC: 0278995349,CASA0006435,inn
121,CASA0006435,2024-01-28 10:00:00,87432992,0,250000,87182992,VND,CASA0006435 2024-01-28 10:00:00,CASA0006435,BID - NAPAS: 9997654311,out
122,CASA0006435,2024-01-29 11:00:00,87182992,411000,0,87593992,VND,CASA0006435 2024-01-29 11:00:00,CTG - NAPAS: 8752667841,CASA0006435,out
123,CASA0006435,2024-01-30 12:00:00,87593992,0,1500000,86093992,VND,RUT TIEN MAT,CASA0006435,,inn
124,CASA0006435,2024-01-31 09:00:00,86093992,500000,0,86593992,VND,CASA0006435 2024-01-31 09:00:00,VNC: 0278995349,CASA0006435,inn
125,CASA0006435,2024-02-01 10:00:00,86593992,0,300000,86293992,VND,CASA0006435 2024-02-01 10:00:00,CASA0006435,ACB - NAPAS: 7812345666,out
126,CASA0006435,2024-02-02 11:00:00,86293992,250000000,0,336293992,VND,CASA0006435 2024-02-02 11:00:00,VNC: 0278995345,CASA0006435,inn
127,CASA0006435,2024-02-03 12:00:00,336293992,0,500000,335793992,VND,CASA0006435 2024-02-03 12:00:00,CASA0006435,EIB - NAPAS: 1238074746,out
128,CASA0006435,2024-02-03 15:00:00,335793992,5000000,0,340793992,VND,Tra no,CTG - NAPAS: 8752666813,CASA0006435,out
129,CASA0006435,2024-02-03 17:30:00,340793992,0,4250000,336543992,VND,TRA TIEN TAXI,CASA0006435,CTG - NAPAS: 8752666885,out
130,CASA0006435,2024-02-03 17:31:00,336543992,0,107527511,229016481,VND,GHI_CHU,CASA0006435,VNC:1302005,inn
131,CASA0006435,2024-02-04 18:35:20,229016481,0,2670000,226346481,VND,TRA TIEN HANG,CASA0006435,EIB - NAPAS: 1238074746,out
132,CASA0006435,2024-02-05 09:00:00,226346481,43500000,0,269846481,VND,Tra luong thang: 2,VNC: 0278995699,CASA0006435,inn
133,CASA0006435,2024-02-10 09:00:00,269846481,200000,0,270046481,VND,Chuc mung nam moi!,VNC: 0278995699,CASA0006435,inn
134,CASA0006435,2024-02-10 10:00:00,270046481,0,300000,269746481,VND,Happy New Year,CASA0006435,ACB - NAPAS: 7812345666,out
135,CASA0006435,2024-02-10 11:00:00,269746481,500000,0,270246481,VND,Happy New Year,VNC: 0278995699,CASA0006435,inn
136,CASA0006435,2024-02-10 12:00:00,270246481,0,500000,269746481,VND,Mung tuoi,CASA0006435,VNC: 0278995345,inn
137,CASA0006435,2024-02-10 13:00:00,269746481,300000,0,270046481,VND,Happy New Year,EIB - NAPAS: 1238074746,CASA0006435,out
138,CASA0006435,2024-02-11 09:00:00,270046481,0,200000,269846481,VND,Chuc mung nam moi!,CASA0006435,VNC: 0278995347,inn
139,CASA0006435,2024-02-11 10:00:00,269846481,500000,0,270346481,VND,Chuc mung nam moi!,EIB - NAPAS: 1238075746,CASA0006435,out
140,CASA0006435,2024-02-11 11:00:00,270346481,0,400000,269946481,VND,Happy New Year,CASA0006435,VNC: 0278995337,inn
141,CASA0006435,2024-02-11 12:00:00,269946481,200000,0,270146481,VND,Chuc mung nam moi!,VNC: 0278995349,CASA0006435,inn
142,CASA0006435,2024-02-11 13:00:00,270146481,0,500000,269646481,VND,Mung tuoi,CASA0006435,BID - NAPAS: 9997654311,out
143,CASA0006435,2024-02-12 09:00:00,269646481,300000,0,269946481,VND,Mung tuoi,VNC: 0278994349,CASA0006435,inn
144,CASA0006435,2024-02-12 10:00:00,269946481,0,100000,269846481,VND,Mung tuoi,CASA0006435,CTG - NAPAS: 8752620114,out
145,CASA0006435,2024-02-12 11:00:00,269846481,1500000,0,271346481,VND,Chuc mung nam moi!,VNC: 0278990349,CASA0006435,inn
146,CASA0006435,2024-02-12 12:00:00,271346481,0,200000,271146481,VND,Chuc mung nam moi!,CASA0006435,CTG - NAPAS: 8752600114,out
147,CASA0006435,2024-02-12 13:00:00,271146481,500000,0,271646481,VND,Chuc mung nam moi!,BID - NAPAS: 9997654511,CASA0006435,out
148,CASA0006435,2024-02-12 14:55:30,271646481,0,3760000,267886481,VND,THANH TOAN,CASA0006435,CTG - NAPAS: 8752666885,out
149,CASA0006435,2024-02-12 17:00:00,267886481,0,312554,267573927,VND,Tra tien,CASA0006435,CTG - NAPAS: 8752666114,out
150,CASA0006435,2024-02-13 12:00:00,267573927,25000000,0,292573927,VND,Cong ty chuc mung nam moi,VNC: 0278995699,CASA0006435,inn
151,CASA0006435,2024-02-15 09:00:00,292573927,0,350000,292223927,VND,CASA0006435 2024-02-15 09:00:00,CASA0006435,BID - NAPAS: 9997654311,out
152,CASA0006435,2024-02-16 10:00:00,292223927,400000,0,292623927,VND,CASA0006435 2024-02-16 10:00:00,CTG - NAPAS: 8752666715,CASA0006435,out
153,CASA0006435,2024-02-17 11:00:00,292623927,0,200000,292423927,VND,CASA0006435 2024-02-17 11:00:00,CASA0006435,BID - NAPAS: 9997654343,out
154,CASA0006435,2024-02-18 12:00:00,292423927,300000,0,292723927,VND,CASA0006435 2024-02-18 12:00:00,VNC: 0278995699,CASA0006435,inn
155,CASA0006435,2024-02-19 09:00:00,292723927,0,250000,292473927,VND,CASA0006435 2024-02-19 09:00:00,CASA0006435,ACB - NAPAS: 7812345666,out
156,CASA0006435,2024-02-21 10:00:00,292473927,200000,0,292673927,VND,CASA0006435 2024-02-20 10:00:00,VNC: 0278995699,CASA0006435,inn
157,CASA0006435,2024-02-21 11:00:00,292673927,0,300000,292373927,VND,CASA0006435 2024-02-21 11:00:00,CASA0006435,VNC: 0278995699,inn
158,CASA0006435,2024-02-21 12:00:00,292373927,450000,0,292823927,VND,CASA0006435 2024-02-22 12:00:00,VNC: 0278995699,CASA0006435,inn
159,CASA0006435,2024-02-23 09:00:00,292823927,0,350000,292473927,VND,CASA0006435 2024-02-23 09:00:00,CASA0006435,BID - NAPAS: 9997654343,out
160,CASA0006435,2024-02-24 10:00:00,292473927,500000,0,292973927,VND,CASA0006435 2024-02-24 10:00:00,CTG - NAPAS: 8752666772,CASA0006435,out
161,CASA0006435,2024-03-01 11:00:00,292973927,2800000,0,295773927,VND,CASA0006435 2024-03-01 11:00:00,VNC: 0278995349,CASA0006435,inn
162,CASA0006435,2024-03-02 12:00:00,295773927,0,130000000,165773927,VND,RUT TIEN MAT,CASA0006435,,inn
163,CASA0006435,2024-03-03 09:00:00,165773927,250000,0,166023927,VND,CASA0006435 2024-03-03 09:00:00,VNC: 0278995349,CASA0006435,inn
164,CASA0006435,2024-03-03 13:31:00,166023927,0,107527511,58496416,VND,GHI_CHU,CASA0006435,VNC:1302005,inn
165,CASA0006435,2024-03-04 10:00:00,58496416,0,350000,58146416,VND,CASA0006435 2024-03-04 10:00:00,CASA0006435,BID - NAPAS: 9997654959,out
166,CASA0006435,2024-03-04 12:00:00,58146416,53547000,0,111693416,VND,Tra luong thang :3,VNC: 0278995699,CASA0006435,inn
167,CASA0006435,2024-03-06 11:00:00,111693416,0,12000000,99693416,VND,RUT TIEN MAT,CASA0006435,,inn
168,CASA0006435,2024-03-07 12:00:00,99693416,3200000,0,102893416,VND,CASA0006435 2024-03-07 12:00:00,ACB - NAPAS: 7812345668,CASA0006435,out
169,CASA0006435,2024-03-08 09:00:00,102893416,0,300000,102593416,VND,CASA0006435 2024-03-08 09:00:00,CASA0006435,BID - NAPAS: 9997654347,out
170,CASA0006435,2024-03-08 10:00:00,102593416,400000,0,102993416,VND,CASA0006435 2024-03-09 10:00:00,VNC: 0278995199,CASA0006435,inn
171,CASA0006435,2024-03-08 12:00:00,102993416,0,320000,102673416,VND,Tra tien thuc pham sieu thi,CASA0006435,CTG - NAPAS: 8752666114,out
172,CASA0006435,2024-03-11 09:00:00,102673416,5000000,0,107673416,VND,CASA0006435 2024-03-11 09:00:00,VNC: 0278995178,CASA0006435,inn
173,CASA0006435,2024-03-11 10:00:00,107673416,200000,0,107873416,VND,CASA0006435 2024-03-12 10:00:00,VNC: 0278995349,CASA0006435,inn
174,CASA0006435,2024-03-11 11:00:00,107873416,0,2500000,105373416,VND,CASA0006435 2024-03-13 11:00:00,CASA0006435,BID - NAPAS: 9997654343,out
175,CASA0006435,2024-03-14 12:00:00,105373416,350000,0,105723416,VND,CASA0006435 2024-03-14 12:00:00,VNC: 0278995178,CASA0006435,inn
176,CASA0006435,2024-03-15 09:00:00,105723416,0,300000,105423416,VND,CASA0006435 2024-03-15 09:00:00,CASA0006435,ACB - NAPAS: 7812345666,out
177,CASA0006435,2024-03-15 10:00:00,105423416,450000,0,105873416,VND,CASA0006435 2024-03-16 10:00:00,VNC: 0278995175,CASA0006435,inn
178,CASA0006435,2024-03-20 11:00:00,105873416,0,2000000,103873416,VND,RUT TIEN MAT,CASA0006435,,inn
179,CASA0007221,2024-01-01 12:05:00,2010000,0,125000,1885000,VND,CASA0007221 2024-01-01 12:05:00.001,CASA0007221,VNC: 0278995600,inn
